,PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYN,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolYN,PoolQC,Fence,MoSold,YrSold,SaleType,SaleCondition,Bathrooms
1692,534479120,1376,105000,50,RL,79.0,9492,Pave,0.0,1,4,4,Inside,3,NAmes,Artery,Norm,1Fam,1.5Fin,5,5,1941,1950,Gable,CompShg,WdShing,Wd Shng,NO,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,368.0,4.0,41.0,359.0,768.0,GasA,3,Y,SBrkr,968,408,0,1.0,0.0,1,0,3,1,3,6,8,1,4.0,Attchd,yes,1.0,1.0,240.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,4,2007,WD ,Normal,2.0
1693,923203100,1337,153500,120,RM,32.0,4500,Pave,0.0,1,4,4,FR2,3,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,3,4,PConc,5.0,4.0,1.0,6.0,1201.0,1.0,0.0,36.0,1237.0,GasA,5,Y,SBrkr,1337,0,0,1.0,0.0,2,0,2,1,3,5,8,0,0.0,Attchd,yes,3.0,2.0,405.0,3.0,3.0,3,0,199,0,0,0,no,0.0,NO,3,2006,WD ,Normal,3.0
1694,902128100,1118,116000,50,RM,40.0,4400,Pave,0.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1920,1950,Gable,CompShg,Stucco,Stucco,NO,0.0,3,3,BrkTil,2.0,3.0,1.0,1.0,0.0,1.0,0.0,648.0,648.0,GasA,3,Y,FuseA,734,384,0,0.0,0.0,1,0,2,1,3,6,8,0,0.0,Detchd,yes,1.0,2.0,440.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,10,2006,WD ,Normal,1.0
1695,528172080,1575,284000,20,RL,92.0,10845,Pave,0.0,2,4,4,Corner,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,504.0,4,3,PConc,4.0,3.0,2.0,6.0,1149.0,1.0,0.0,454.0,1603.0,GasA,5,Y,SBrkr,1575,0,0,1.0,0.0,2,0,2,1,4,7,8,1,3.0,Attchd,yes,3.0,3.0,732.0,3.0,3.0,3,216,28,0,0,0,no,0.0,NO,6,2008,WD ,Normal,3.0
1696,528172050,1614,245700,20,RL,70.0,9926,Pave,0.0,2,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,3,PConc,4.0,3.0,2.0,6.0,1178.0,1.0,0.0,436.0,1614.0,GasA,5,Y,SBrkr,1614,0,0,1.0,0.0,2,0,3,1,4,7,8,0,0.0,Attchd,yes,2.0,3.0,878.0,3.0,3.0,3,100,38,0,0,0,no,0.0,NO,5,2007,WD ,Normal,3.0
1697,528344100,2612,336000,60,RL,98.0,12203,Pave,0.0,2,4,4,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,975.0,4,3,PConc,4.0,3.0,1.0,6.0,854.0,1.0,0.0,371.0,1225.0,GasA,5,Y,SBrkr,1276,1336,0,1.0,0.0,2,1,4,1,4,8,8,1,3.0,Attchd,yes,3.0,3.0,676.0,3.0,3.0,3,250,0,0,0,0,no,0.0,NO,7,2009,WD ,Normal,3.5
1698,905226130,1299,150000,20,RL,91.0,11375,Pave,0.0,1,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,6,5,1954,1995,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,3.0,736.0,1.0,0.0,231.0,967.0,GasA,3,Y,SBrkr,1299,0,0,0.0,0.0,1,0,3,1,4,6,8,1,3.0,Attchd,yes,1.0,2.0,494.0,3.0,3.0,3,81,0,280,0,0,no,0.0,NO,10,2007,WD ,Normal,1.0
1699,907135180,990,123600,20,RL,60.0,8070,Pave,0.0,1,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,6.0,588.0,1.0,0.0,402.0,990.0,GasA,5,Y,SBrkr,990,0,0,1.0,0.0,1,0,3,1,3,5,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,no,0.0,NO,8,2007,WD ,Normal,2.0
1700,907180050,1692,191000,60,RL,73.9302542583425,9337,Pave,0.0,2,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,5.0,353.0,1.0,0.0,525.0,878.0,GasA,5,Y,SBrkr,892,800,0,0.0,0.0,2,1,3,1,3,8,8,1,3.0,Attchd,yes,2.0,2.0,513.0,3.0,3.0,3,0,39,0,0,0,no,0.0,NO,4,2010,WD ,Normal,2.5
1701,909252020,1135,155000,70,RL,60.0,7200,Pave,0.0,1,4,4,Inside,3,SWISU,Feedr,Norm,1Fam,2Story,7,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,4,4,PConc,4.0,4.0,1.0,5.0,350.0,4.0,210.0,0.0,560.0,GasA,5,Y,SBrkr,575,560,0,1.0,0.0,1,0,3,1,4,6,8,0,0.0,Detchd,yes,2.0,2.0,576.0,3.0,3.0,3,256,0,0,0,0,no,0.0,MnPrv,4,2009,WD ,Normal,2.0
1702,534276160,912,120000,20,RL,70.0,7535,Pave,0.0,2,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,111.0,2.0,279.0,522.0,912.0,GasA,2,Y,SBrkr,912,0,0,0.0,1.0,1,0,2,1,3,5,8,0,0.0,Attchd,yes,3.0,1.0,297.0,3.0,3.0,3,12,285,0,0,0,no,0.0,MnWw,6,2007,WD ,Normal,1.5
1703,527225035,1752,164000,50,RL,152.0,12134,Pave,0.0,2,3,4,Inside,2,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,4,3,Wood,4.0,3.0,3.0,6.0,427.0,1.0,0.0,132.0,559.0,GasA,4,Y,SBrkr,1080,672,0,0.0,0.0,2,0,4,1,3,8,8,0,0.0,Basment,yes,2.0,2.0,492.0,3.0,3.0,3,325,12,0,0,0,no,0.0,NO,6,2010,WD ,Normal,2.0
1704,923229110,1728,150900,90,RL,55.0,12640,Pave,0.0,2,4,4,Inside,3,Mitchel,Norm,Norm,Duplex,1Story,6,5,1976,1976,Gable,CompShg,Plywood,Plywood,NO,0.0,3,3,CBlock,3.0,3.0,4.0,3.0,936.0,2.0,396.0,396.0,1728.0,GasA,3,Y,SBrkr,1728,0,0,0.0,0.0,2,0,4,2,3,8,8,0,0.0,Attchd,yes,1.0,2.0,574.0,3.0,3.0,3,40,0,0,0,0,no,0.0,NO,7,2006,WD ,Normal,2.0
1705,528240030,1630,189500,60,RL,62.0,7984,Pave,0.0,2,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,868.0,868.0,GasA,5,Y,SBrkr,868,762,0,0.0,0.0,2,1,3,1,4,7,8,1,4.0,BuiltIn,yes,3.0,2.0,436.0,3.0,3.0,3,120,48,0,0,0,no,0.0,NO,9,2009,WD ,Normal,2.5
1706,526352080,1587,167300,20,RL,85.0,10667,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,BrkFace,302.0,3,3,CBlock,3.0,3.0,1.0,4.0,838.0,1.0,0.0,749.0,1587.0,GasA,3,Y,SBrkr,1587,0,0,0.0,0.0,2,0,3,1,3,7,8,1,4.0,Attchd,yes,1.0,2.0,525.0,3.0,3.0,3,0,44,0,0,0,no,0.0,NO,3,2007,WD ,Normal,2.0
1707,534476260,1520,153000,80,RL,80.0,9600,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,3,3,CBlock,3.0,3.0,3.0,4.0,674.0,2.0,132.0,350.0,1156.0,GasA,5,Y,SBrkr,1520,0,0,1.0,0.0,1,0,3,1,3,7,8,2,4.0,Basment,yes,2.0,1.0,364.0,3.0,3.0,3,0,0,189,0,0,no,0.0,NO,3,2010,WD ,Normal,2.0
1708,905352140,1981,230000,60,RL,135.25507156913426,17082,Pave,0.0,2,1,4,CulDSac,2,ClearCr,Norm,Norm,1Fam,2Story,6,5,1978,1992,Gable,CompShg,VinylSd,VinylSd,BrkFace,288.0,3,3,PConc,4.0,3.0,3.0,5.0,964.0,1.0,0.0,153.0,1117.0,GasA,5,Y,SBrkr,1117,864,0,1.0,0.0,2,1,4,1,4,8,8,1,3.0,Attchd,yes,3.0,2.0,522.0,3.0,3.0,3,336,104,0,0,0,no,0.0,NO,5,2010,WD ,Normal,3.5
1709,531382090,1609,182000,60,RL,65.0,8453,Pave,0.0,2,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,38.0,4,3,PConc,4.0,3.0,1.0,6.0,362.0,1.0,0.0,392.0,754.0,GasA,5,Y,SBrkr,754,855,0,0.0,0.0,2,1,3,1,4,6,8,0,0.0,Attchd,yes,2.0,2.0,525.0,3.0,3.0,3,0,70,0,0,0,no,0.0,NO,4,2008,WD ,Normal,2.5
1710,902329030,2268,240000,70,RM,50.0,9000,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,4,4,Stone,2.0,2.0,1.0,1.0,0.0,1.0,0.0,346.0,346.0,GasA,5,Y,SBrkr,1157,1111,0,0.0,0.0,3,0,3,1,4,7,8,0,0.0,Detchd,yes,1.0,2.0,624.0,3.0,3.0,1,0,108,0,0,0,no,0.0,NO,4,2010,WD ,Normal,3.0
1711,535303150,1319,123000,20,RL,79.0,10634,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,PConc,3.0,3.0,1.0,4.0,428.0,2.0,180.0,0.0,608.0,GasA,3,Y,SBrkr,1319,0,0,1.0,0.0,1,0,3,1,3,5,6,0,0.0,Attchd,yes,1.0,1.0,270.0,3.0,3.0,3,66,0,0,0,0,no,0.0,GdWo,11,2009,WD ,Normal,2.0
1712,911370540,1646,275000,120,RM,44.0,3842,Pave,0.0,2,2,4,Inside,2,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,4,3,PConc,5.0,3.0,4.0,6.0,1373.0,1.0,0.0,221.0,1594.0,GasA,5,Y,SBrkr,1646,0,0,1.0,1.0,2,0,2,1,4,5,8,1,4.0,Attchd,yes,3.0,2.0,482.0,3.0,3.0,3,128,53,0,0,155,no,0.0,NO,1,2008,WD ,Normal,3.5
1713,535176100,1570,166800,20,RL,90.0,13200,Pave,0.0,2,4,4,Inside,3,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,187.0,3,3,CBlock,3.0,3.0,1.0,2.0,958.0,1.0,0.0,437.0,1395.0,GasA,5,Y,SBrkr,1570,0,0,1.0,0.0,1,0,3,1,3,5,8,1,3.0,Attchd,yes,2.0,2.0,441.0,3.0,3.0,3,490,0,0,0,0,no,0.0,NO,5,2008,WD ,Normal,2.0
1714,535457070,1150,146000,20,RL,70.0,7000,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,4,1961,1961,Hip,CompShg,BrkFace,BrkFace,NO,0.0,3,3,CBlock,3.0,3.0,1.0,6.0,781.0,1.0,0.0,369.0,1150.0,GasA,3,Y,SBrkr,1150,0,0,0.0,0.0,1,0,3,1,3,6,8,0,0.0,Attchd,yes,2.0,1.0,288.0,3.0,3.0,3,0,0,0,0,162,no,0.0,NO,7,2006,WD ,Normal,1.0
1715,909250220,1981,135000,50,RL,65.0,7804,Pave,0.0,1,4,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,4.0,622.0,1.0,0.0,500.0,1122.0,GasA,3,Y,SBrkr,1328,653,0,1.0,0.0,2,0,4,1,4,7,6,2,3.0,Detchd,yes,1.0,2.0,576.0,3.0,3.0,3,431,44,0,0,0,no,0.0,MnPrv,12,2009,WD ,Normal,3.0
1716,534450150,708,82500,30,RL,50.0,5330,Pave,0.0,1,2,4,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,NO,0.0,2,3,CBlock,3.0,3.0,1.0,2.0,280.0,1.0,0.0,140.0,420.0,GasA,4,Y,SBrkr,708,0,0,0.0,0.0,1,0,2,1,2,5,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,3,164,0,0,0,0,no,0.0,NO,12,2009,WD ,Normal,1.0
1717,528290190,1430,156000,80,RL,62.0,7750,Pave,0.0,1,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,384.0,384.0,GasA,5,Y,SBrkr,774,656,0,0.0,0.0,2,1,3,1,3,7,8,1,3.0,BuiltIn,yes,2.0,2.0,400.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,3,2009,WD ,Normal,2.5
1718,902109080,1594,118000,190,RM,63.0,11426,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,2fmCon,1.5Fin,4,6,1910,1996,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,Stone,3.0,3.0,1.0,1.0,0.0,1.0,0.0,828.0,828.0,GasA,4,Y,FuseA,828,658,108,0.0,0.0,2,0,3,2,3,9,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,1,0,172,109,0,0,no,0.0,NO,6,2008,WD ,Normal,2.0
1719,527453010,1548,155000,160,RL,24.0,2308,Pave,0.0,1,4,4,Corner,3,NPkVill,Norm,Norm,TwnhsE,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,NO,0.0,3,3,CBlock,4.0,3.0,1.0,5.0,556.0,1.0,0.0,248.0,804.0,GasA,3,Y,SBrkr,804,744,0,1.0,0.0,2,1,3,1,4,7,8,1,3.0,Detchd,yes,1.0,2.0,440.0,3.0,3.0,3,48,0,0,0,0,no,0.0,NO,7,2007,WD ,Normal,3.5
1720,903430130,693,52500,30,RM,153.0,4118,Pave,1.0,2,3,4,Corner,2,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,693.0,693.0,Grav,2,N,FuseA,693,0,0,0.0,0.0,1,0,2,1,2,4,8,0,0.0,NO,no,0.0,0.0,0.0,0.0,0.0,1,0,20,0,0,0,no,0.0,NO,3,2006,WD ,Normal,1.0
1721,902206040,1316,130000,50,RM,50.0,5500,Pave,0.0,1,4,4,Corner,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,2.0,234.0,5.0,692.0,0.0,926.0,GasA,3,Y,SBrkr,926,0,390,1.0,0.0,1,0,3,1,3,6,8,0,0.0,Detchd,yes,1.0,2.0,484.0,3.0,3.0,3,0,0,0,0,0,no,0.0,NO,4,2010,WD ,Normal,2.0
1722,528292070,2060,214000,60,RL,69.32198522349668,8755,Pave,0.0,2,4,4,FR2,3,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,298.0,4,3,PConc,4.0,3.0,1.0,5.0,772.0,1.0,0.0,220.0,992.0,GasA,5,Y,SBrkr,1022,1038,0,1.0,0.0,2,1,3,1,4,8,8,1,3.0,BuiltIn,yes,2.0,2.0,390.0,3.0,3.0,3,0,0,0,168,0,no,0.0,GdPrv,6,2009,WD ,Normal,3.5
1723,533223080,1382,165000,160,FV,20.990586273842343,2651,Pave,0.0,1,4,4,FR2,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,6.0,641.0,1.0,0.0,32.0,673.0,GasA,5,Y,SBrkr,673,709,0,1.0,0.0,2,1,3,1,4,6,8,0,0.0,Detchd,yes,1.0,2.0,490.0,3.0,3.0,3,153,50,0,0,0,no,0.0,NO,4,2006,WD ,Normal,3.5
1724,535153140,1440,185000,20,RL,82.0,9840,Pave,0.0,1,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1959,1998,Gable,CompShg,HdBoard,HdBoard,NO,0.0,3,3,CBlock,3.0,3.0,1.0,5.0,1053.0,1.0,0.0,195.0,1248.0,GasA,3,Y,SBrkr,1440,0,0,1.0,0.0,2,0,2,1,4,7,8,0,0.0,Attchd,yes,2.0,1.0,480.0,3.0,3.0,3,150,0,0,0,256,no,0.0,NO,6,2008,WD ,Normal,3.0
1725,528221070,1560,174000,60,RL,122.0,11911,Pave,0.0,3,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,3.0,1.0,0.0,1.0,0.0,684.0,684.0,GasA,5,Y,SBrkr,684,876,0,0.0,0.0,2,1,3,1,4,6,8,1,4.0,BuiltIn,yes,3.0,2.0,400.0,3.0,3.0,3,100,38,0,0,0,no,0.0,NO,3,2009,WD ,Normal,2.5
1726,533352150,1620,150000,20,RL,79.10861843151974,9991,Pave,0.0,2,4,4,Corner,3,Sawyer,Feedr,Norm,1Fam,1Story,4,4,1976,1993,Gable,CompShg,Plywood,Plywood,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,1116.0,1.0,0.0,165.0,1281.0,GasA,5,Y,SBrkr,1620,0,0,1.0,0.0,2,0,3,1,3,8,7,1,3.0,Attchd,yes,1.0,2.0,490.0,3.0,3.0,3,120,78,0,0,0,no,0.0,GdWo,6,2009,WD ,Normal,3.0
1727,528327060,2633,466500,20,RL,90.26506356914474,11400,Pave,0.0,1,4,4,Inside,3,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,705.0,5,3,PConc,5.0,3.0,4.0,6.0,1282.0,1.0,0.0,1351.0,2633.0,GasA,5,Y,SBrkr,2633,0,0,1.0,0.0,2,1,2,1,5,8,8,2,4.0,Attchd,yes,2.0,3.0,804.0,3.0,3.0,3,314,140,0,0,0,no,0.0,NO,3,2007,WD ,Normal,3.5
1728,528354060,2013,269790,60,RL,92.0,9920,Pave,0.0,2,4,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,NO,0.0,4,3,PConc,4.0,3.0,3.0,6.0,862.0,1.0,0.0,255.0,1117.0,GasA,5,Y,SBrkr,1127,886,0,1.0,0.0,2,1,3,1,3,8,8,1,3.0,Attchd,yes,1.0,2.0,455.0,3.0,3.0,3,180,130,0,0,0,no,0.0,NO,6,2007,WD ,Normal,3.5
1729,905452040,1639,154400,60,RL,50.0,9350,Pave,0.0,1,3,4,Inside,3,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,342.0,1.0,0.0,405.0,747.0,GasA,5,Y,SBrkr,892,747,0,0.0,0.0,1,1,3,1,4,6,8,1,4.0,Detchd,yes,1.0,1.0,240.0,3.0,3.0,3,0,50,0,0,0,no,0.0,NO,7,2009,WD ,Normal,1.5
1730,527425035,864,111250,20,RL,100.83557759237354,12735,Pave,0.0,2,4,4,FR2,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1972,1972,Hip,CompShg,MetalSd,MetalSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,4.0,600.0,1.0,0.0,264.0,864.0,GasA,3,Y,SBrkr,864,0,0,0.0,0.0,1,0,3,1,3,5,8,0,0.0,Detchd,yes,1.0,2.0,576.0,3.0,3.0,3,216,0,0,0,0,no,0.0,MnWw,4,2008,COD,Normal,1.0
1731,535455060,984,112500,45,RL,64.0,6390,Pave,0.0,1,4,4,Corner,3,NAmes,Feedr,Norm,1Fam,1.5Unf,6,7,1954,1954,Gable,CompShg,MetalSd,MetalSd,NO,0.0,3,3,CBlock,3.0,3.0,1.0,1.0,0.0,1.0,0.0,936.0,936.0,GasA,3,Y,FuseA,984,0,0,1.0,0.0,1,0,2,1,3,4,8,0,0.0,Detchd,yes,1.0,1.0,280.0,3.0,3.0,3,0,0,0,0,0,no,0.0,GdWo,6,2008,WD ,Normal,2.0
1732,905225090,2071,165000,80,RL,123.39392549662733,15584,Pave,0.0,1,4,4,Inside,3,ClearCr,Norm,Norm,1Fam,SLvl,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,366.0,3,3,CBlock,3.0,3.0,2.0,1.0,0.0,1.0,0.0,825.0,825.0,GasA,5,Y,SBrkr,2071,0,0,0.0,1.0,1,1,4,1,3,9,8,1,3.0,Attchd,yes,1.0,1.0,336.0,3.0,3.0,3,131,28,0,0,0,no,0.0,NO,10,2009,WD ,Normal,2.0
1733,528344070,2475,355000,60,RL,60.0,17433,Pave,0.0,3,4,4,CulDSac,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,114.0,4,3,PConc,5.0,3.0,1.0,1.0,0.0,1.0,0.0,1629.0,1629.0,GasA,5,Y,SBrkr,1645,830,0,0.0,0.0,2,1,4,1,4,7,8,1,3.0,Attchd,yes,3.0,3.0,962.0,3.0,3.0,3,23,172,0,0,256,no,0.0,NO,1,2010,WD ,Normal,2.5
1734,527161010,1604,181000,60,RL,100.0,10839,Pave,0.0,2,4,4,Corner,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,NO,0.0,3,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,926.0,926.0,GasA,5,Y,SBrkr,926,678,0,0.0,0.0,2,1,3,1,3,7,8,1,3.0,Attchd,yes,3.0,2.0,470.0,3.0,3.0,3,0,36,0,0,0,no,0.0,NO,7,2008,WD ,Normal,2.5
1735,535125010,2207,180000,20,RL,157.56796184438423,19900,Pave,0.0,1,4,4,Inside,3,NAmes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,3,3,CBlock,4.0,3.0,4.0,6.0,912.0,1.0,0.0,1035.0,1947.0,GasA,3,Y,SBrkr,2207,0,0,1.0,0.0,2,0,3,1,3,7,7,1,4.0,Attchd,yes,2.0,2.0,576.0,3.0,3.0,3,301,0,0,0,0,no,0.0,NO,7,2010,WD ,Normal,3.0
1736,531451280,1845,189000,60,RL,70.0,11218,Pave,0.0,1,4,4,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1055.0,1055.0,GasA,5,Y,SBrkr,1055,790,0,0.0,0.0,2,1,3,1,4,8,8,1,3.0,Attchd,yes,2.0,2.0,462.0,3.0,3.0,3,635,104,0,0,0,no,0.0,GdPrv,5,2010,WD ,Normal,2.5
1737,528290060,1320,162000,60,RL,61.36440725095366,7750,Pave,0.0,1,4,4,Inside,3,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,660.0,660.0,GasA,5,Y,SBrkr,660,660,0,0.0,0.0,2,1,3,1,4,6,8,0,0.0,Attchd,yes,3.0,2.0,400.0,3.0,3.0,3,0,48,0,0,0,no,0.0,NO,8,2007,WD ,Normal,2.5
1738,906203140,2127,238000,60,RL,103.0,13125,Pave,0.0,2,4,4,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,NO,0.0,4,3,PConc,5.0,3.0,2.0,4.0,48.0,6.0,634.0,422.0,1104.0,GasA,5,Y,SBrkr,912,1215,0,1.0,0.0,2,1,4,1,4,8,8,1,3.0,Attchd,yes,2.0,3.0,833.0,3.0,3.0,3,72,192,224,0,0,no,0.0,GdPrv,11,2007,WD ,Normal,3.5
1739,902108060,1004,105000,70,RM,66.0,3960,Pave,1.0,1,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,7,8,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,NO,0.0,3,3,BrkTil,3.0,3.0,1.0,1.0,0.0,1.0,0.0,502.0,502.0,GasA,3,N,SBrkr,502,502,0,0.0,0.0,1,0,2,1,4,5,8,1,1.0,Detchd,yes,1.0,1.0,200.0,2.0,3.0,1,280,0,68,0,0,no,0.0,MnPrv,7,2006,WD ,Normal,1.0
1740,533212010,1200,151000,160,FV,30.0,3182,Pave,2.0,1,4,4,Inside,3,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,NO,0.0,4,3,PConc,4.0,3.0,1.0,1.0,0.0,1.0,0.0,600.0,600.0,GasA,5,Y,SBrkr,600,600,0,0.0,0.0,2,1,2,1,4,4,8,0,0.0,Detchd,yes,2.0,2.0,480.0,3.0,3.0,3,0,172,0,0,0,no,0.0,NO,6,2010,WD ,Normal,2.5
